pal_va,usa_va,name,object_file,status,notes
0x001618F0,,subEnemyBrain_ToGirl,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x001623E0,,actEnemyStart,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00162820,,subEnemyBrain_Irregular,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00162950,,subEnemyBrain_Attack,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00162CB0,,subEnemyBrain_Cling,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00162E10,,funcEnemyAiGetGirl,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00162E30,,actEnemyStand,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00162E78,,actEnemyWalk,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00162EC0,,actEnemyRun,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00162F08,,actEnemyHang,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00162F50,,actEnemyCarry,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00162F98,,actEnemyBodyslam,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00162FE0,,actEnemyBodyslamFail,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163020,,actEnemyNest,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x001630D8,,funcEnemyCarryFail,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x001630F8,,actEnemyHyde,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163148,,actEnemyFlagOnFree,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163178,,afterCommonCarry,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x001631F0,,actEnemyFlagOnDead,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163220,,EnemyBrainStatus_Boy,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163238,,EnemyBrainStatus_Girl,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163250,,actEnemyFlagCheckDead,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163278,,actEnemyFlagCheckActive,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x001632C8,,ACTEnemyForceSwitchToCarry,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163320,,actEnemy_GetClingTarget,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163350,,actEnemy_isNormalEnemy,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163368,,actEnemy_isLargeEnemy,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163380,,actEnemy_isSmallEnemy,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163398,,IsEnemyBrainToGenerator,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163408,,IsEnemyBrainToBoy,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163448,,GetEnemyTypeFromGObj,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163458,,GetEnemyType,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163460,,isEnemyKidnapEnable,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x001634C0,,isEnemyActive,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163530,,subEnemyBrain_Idle,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163590,,subEnemyBrain_Await,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163648,,subEnemyBrain_ToGenerator,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163700,,subEnemyBrain_FindGirl,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163898,,subEnemyBrain_BodyGuard,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163978,,subEnemyBrain_Shoulder,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163A08,,subEnemyBrain_Pickup,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163A58,,subEnemyBrain_Bodyslam,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163D40,,motEnemyStand,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163D88,,motEnemyWalk,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163DE0,,motEnemyRun,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163E38,,actEnemyJump,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163F00,,isEnemyHyde,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163F78,,afterEnemyBodylift,enemy_act.o,NO_ANCHOR,Object has no USA anchor
0x00163FA0,0x0015F6F8,MakeCollisionDependGObjList,fieldCollision.o,MATCH,offset=0x-00048A8
0x00164090,0x0015F7E8,GetReflectionElement,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=2296)
0x00164988,0x001600E0,DispCollisionPC,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=2152)
0x001651F0,0x00160948,DrawGObjWallCollision,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=688)
0x001654A0,0x00160BF8,DrawGObjFloorCollision,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=568)
0x001656D8,0x00160E30,DBG_VECTOR,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=112)
0x00165748,0x00160EA0,GetEdgeOfFloor,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=1584)
0x00165D78,0x001614D0,DrawCollisionRay,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=600)
0x00165FD0,0x00161728,MakeExitAttributeIndex,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=336)
0x00166120,0x00161878,ClipFloorByGObj,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=512)
0x00166320,0x00161A78,ClipWallDebug,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=32)
0x00166340,0x00161A98,ClipWall,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=32)
0x00166360,0x00161AB8,ClipWallR,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=32)
0x00166380,0x00161AD8,ClipWallWaveForce,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=32)
0x001663A0,0x00161AF8,ClipWallFuchiHangWalkStop,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=32)
0x001663C0,0x00161B18,ClipWallField,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=32)
0x001663E0,0x00161B38,ClipWallEField,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=32)
0x00166400,0x00161B58,ClipWallBoxStop,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=32)
0x00166420,0x00161B78,ClipWallAdjustPos,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=32)
0x00166440,0x00161B98,ClipWallE,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=32)
0x00166460,0x00161BB8,ClipWallCheckCB,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=40)
0x00166488,0x00161BE0,ClipWallFieldCheckCB,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=40)
0x001664B0,0x00161C08,ClipFloor,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=32)
0x001664D0,0x00161C28,ClipFloorE,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=32)
0x001664F0,0x00161C48,ClipFloorR,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=32)
0x00166510,0x00161C68,ClipFloorIH,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=32)
0x00166530,0x00161C88,ClipFloorCheckCB,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=40)
0x00166558,0x00161CB0,ClipCollision,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=112)
0x001665C8,0x00161D20,ChangeFieldCollisionDebugMode,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=64)
0x00166608,0x00161D60,LoadCollision,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=72)
0x00166650,0x00161DA8,DrawCollision,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=224)
0x00166730,0x00161E88,ClipPlane,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=296)
0x00166858,0x00161FB0,GetOrientOfWall,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=328)
0x001669A0,0x001620F8,SetSimplePlane,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=24)
0x001669B8,0x00162110,GetWallAttribute,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=32)
0x001669D8,0x00162130,GetFloorAttribute,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=32)
0x001669F8,0x00162150,CompareAttribute,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=96)
0x00166A58,0x001621B0,GetWallGlobalInfo,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=192)
0x00166B18,0x00162270,GetDistanceFromPlane,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=48)
0x00166B48,0x001622A0,GetYDistanceFromPlane,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=72)
0x00166B90,0x001622E8,GetYProjectionOfPlane,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=64)
0x00166BD0,0x00162328,ResetCollisionPC,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=48)
0x00166C00,0x00162358,PositionOfExit,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=64)
0x00166C40,0x00162398,GetGlobalWallPlane,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=5224)
0x001680A8,0x00163800,ClipWallRD,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=40)
0x001680D0,0x00163828,ClipWallVector,fieldCollision.o,SEQ_MISMATCH,op_seq differs (sz=96)
0x00168130,0x00163888,MapCollisionData,fieldCollision.o,OOB,USA address out of bounds
0x00168150,,fzShowV,fuzio.o,NO_ANCHOR,Object has no USA anchor
0x001681B8,,fzShowM,fuzio.o,NO_ANCHOR,Object has no USA anchor
0x00168218,,fzMagnitude2f,fuzio.o,NO_ANCHOR,Object has no USA anchor
0x00168240,,fzMagnitude3f,fuzio.o,NO_ANCHOR,Object has no USA anchor
0x00168270,,fzMagnitudefv,fuzio.o,NO_ANCHOR,Object has no USA anchor
0x00168298,,fzMagnitude2fv,fuzio.o,NO_ANCHOR,Object has no USA anchor
0x00168328,,fzMagnitudeByLine,fuzio.o,NO_ANCHOR,Object has no USA anchor
0x001683D8,,fzMagnitudeByLineSeg,fuzio.o,NO_ANCHOR,Object has no USA anchor
0x001685F0,,funcGirlHandDisconnect,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00168618,,motGirlHand50,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x001687A0,,motGirlHand100,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00168960,,motGirlHand200,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00169BF8,,subGirlBrainMain,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x0016ACE8,,subGirlBrain_Pulledup,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x0016B4D0,,subGirlBrain_Attract,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x0016CB48,,subGirlBrain_Hide,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x0016D988,,subGirlBrain_Escape,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x0016E0C0,,ClipTwinVector,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x0016F478,,subGirlBrain_HideAdvance,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x0016F908,,WayTest,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x0016FB88,,subGirlControl,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x001702F0,,subGirlCollision,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00171548,,actGirlHand,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00171F88,,actGirlPulledReady,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x001720D8,,actGirlPulledGo,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00172240,,actGirlDitch3mReady,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00172328,,actGirlReadyMove,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00172460,,actGirlRescueDst,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00172708,,actGirlSupportBGBegin,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00172860,,actGirlStart,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00172A38,,GirlAct_BoyAndMeCollisionMail,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00172BC0,,IsGirlStatusEscortEnable,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00172D58,,DebugDispAutoEscort,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00172F90,,ACTGame_GirlBeforeFunc,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00172FC8,,actGirlSupportGBBegin,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173098,,actGirlSupportGBLoop,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x001730F8,,actGirlSupportGBEnd,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173128,,actGirlHangG3M,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173170,,actGirlDitch3mExec,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173270,,actGirlStand,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x001732B8,,actGirlWalk,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173300,,actGirlRun,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173348,,actGirlHang,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x001733C0,,actGirlBHang,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173440,,actGirlAttack,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173488,,actGirlBecall,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173580,,actGirlBehanged,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173608,,actGirlAttractAction,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173638,,actGirlHand50,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x001736E0,,afterGirlHand50,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173720,,actGirlHand100,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x001737A0,,afterGirlHand100,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x001737E0,,actGirlHand200,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173860,,afterGirlHand200,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x001738A0,,NotNeedBackHand,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x001738F8,,SetGirlDangerGObj,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173918,,ClearGirlDangerGObj,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173938,,subGirlBrain_Idle,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173968,,subGirlBrain_Hesitate,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173A18,,subGirlBrain_Becarry,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173A48,,subGirlBrain_Busy,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173B50,,subGirlBrain_DangerEnv,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173C08,,ACTCheckCollis_SAFE,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173D78,,afterGirlHand,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173DB0,,afterGirlPulledGo,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173DD0,,actGirlJump,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173E18,,afterGirlSupportBGBegin,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00173E38,,isMustCheckCylinder,girl_act.o,NO_ANCHOR,Object has no USA anchor
0x00174018,,iosCdvdBackGroundReadJimaku,jimaku.o,NO_ANCHOR,Object has no USA anchor
0x00174768,,jimakuBegin,jimaku.o,NO_ANCHOR,Object has no USA anchor
0x00174788,,jimakuNext,jimaku.o,NO_ANCHOR,Object has no USA anchor
0x001747B8,,jimakuJump,jimaku.o,NO_ANCHOR,Object has no USA anchor
0x00174838,,jimakuEnd,jimaku.o,NO_ANCHOR,Object has no USA anchor
0x00174848,,jimakuDisp,jimaku.o,NO_ANCHOR,Object has no USA anchor
0x00174968,,jimakuManager,jimaku.o,NO_ANCHOR,Object has no USA anchor
0x00174A50,,jimakuUndisp,jimaku.o,NO_ANCHOR,Object has no USA anchor
0x00174A60,,_FUNC_GetWay_begin,way_sys.o,NO_ANCHOR,Object has no USA anchor
0x00175920,,GetWay_next,way_sys.o,NO_ANCHOR,Object has no USA anchor
0x00175F08,,GetNearNigePointN,way_sys.o,NO_ANCHOR,Object has no USA anchor
0x00176560,,GetWay_begin,way_sys.o,NO_ANCHOR,Object has no USA anchor
0x00176580,,BridgeBox,way_sys.o,NO_ANCHOR,Object has no USA anchor
0x00176588,,DeleteGuideWay,way_sys.o,NO_ANCHOR,Object has no USA anchor
0x001765E8,,visible_waypoint_of_all_except_gid,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00176778,,visible_waypoint_of_all_except_gid_ThreadVersion,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00176920,,visible_waypoint_of_all_except_temp,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00176AD0,,visible_waypoint_of_all_except_temp_ThreadVersion,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00176C98,,ez_line,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00176CA8,,ez_circle,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00176CB8,,short_direction_between_wp,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00176EA0,,wgid_next,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00177090,,WayUtilWorkAlloc,way_util.o,NO_ANCHOR,Object has no USA anchor
0x001771A8,,WayUtilWorkFree,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00177208,,shortest_path,way_util.o,NO_ANCHOR,Object has no USA anchor
0x001774C8,,shortest_path_ThreadVersion,way_util.o,NO_ANCHOR,Object has no USA anchor
0x001777A0,,GetWgAll,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00177A60,,set_check_wp,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00177BB8,,set_bridge,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00177E80,,nearest_waypoint_of_group,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00177F18,,nearest_waypoint,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00177FB8,,nearest_waypoint_from_gobj,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00178060,,nearest_waypoint_by_lineseg_of_group,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00178110,,nearest_waypoint_by_lineseg,way_util.o,NO_ANCHOR,Object has no USA anchor
0x001781C8,,nearest_waypoint_by_lineseg_of_group_from_gobj,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00178288,,nearest_waypoint_by_lineseg_from_gobj,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00178348,,waypoint_with_range,way_util.o,NO_ANCHOR,Object has no USA anchor
0x001783D8,,nearest_waypoint_of_all_except_group,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00178480,,nearest_waypoint_of_all_not_bridge_except_group,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00178560,,nearest_waypoint_of_all,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00178608,,visible_waypoint_of_all,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00178628,,visible_waypoint_of_all_from_gobj,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00178658,,visible_waypoint,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00178770,,visible_waypoint_from_gobj,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00178898,,get_wp_nearest_bridge_side_me,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00178928,,get_wp_nearest_bridge_side_bridge,way_util.o,NO_ANCHOR,Object has no USA anchor
0x001789B8,,direction_across_bridge,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00178A48,,waybridge_between_group,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00178AE8,,bridge_waypoint_side_me,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00178B90,,waypoint_connect_group_side_me,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00178BD8,,bridge_waypoint_side_bridge,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00178C88,,waypoint_connect_group_side_bridge,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00178CD0,,NearestWgFromTarget,way_util.o,NO_ANCHOR,Object has no USA anchor
0x00178D60,,gflagInit,gflag.o,NO_ANCHOR,Object has no USA anchor
0x00178DF8,,gflagSave,gflag.o,NO_ANCHOR,Object has no USA anchor
0x00178E40,,gflagLoad,gflag.o,NO_ANCHOR,Object has no USA anchor
0x00178E80,,gflagChk,gflag.o,NO_ANCHOR,Object has no USA anchor
0x00178EA8,,gflagOn,gflag.o,NO_ANCHOR,Object has no USA anchor
0x00178ED8,,gflagOff,gflag.o,NO_ANCHOR,Object has no USA anchor
0x00178F08,0x00172F28,scpTorchLightOn,script.o,MATCH,offset=0x-0005FE0
0x00178F38,0x00172F58,scpTorchLightOff,script.o,MATCH,offset=0x-0005FE0
0x00178F68,0x00172F88,scpSetCageVelocityFriction,script.o,MATCH,offset=0x-0005FE0
0x00178FA8,0x00172FC8,scpPlayMotDir,script.o,MATCH,offset=0x-0005FE0
0x00178FE8,0x00173008,scpPlayMotDirSmz,script.o,SEQ_MISMATCH,op_seq differs (sz=96)
0x00179048,0x00173068,scpPlayMot,script.o,SEQ_MISMATCH,op_seq differs (sz=232)
0x00179130,0x00173150,scpPlayJump,script.o,SEQ_MISMATCH,op_seq differs (sz=72)
0x00179178,0x00173198,scpPlayStart,script.o,SEQ_MISMATCH,op_seq differs (sz=64)
0x001791B8,0x001731D8,scpPlayEnd,script.o,SEQ_MISMATCH,op_seq differs (sz=56)
0x001791F0,0x00173210,scpTrans,script.o,SEQ_MISMATCH,op_seq differs (sz=16)
0x00179200,0x00173220,scpTriggerBallTargetMan,script.o,SEQ_MISMATCH,op_seq differs (sz=432)
0x001793B0,0x001733D0,scpDoorTypeUpDown,script.o,SEQ_MISMATCH,op_seq differs (sz=336)
0x00179500,0x00173520,scpDoorTypeUpUp,script.o,SEQ_MISMATCH,op_seq differs (sz=336)
0x00179650,0x00173670,scpSubAdpcmPlay,script.o,SEQ_MISMATCH,op_seq differs (sz=400)
0x001797E0,0x00173800,scpSekizou,script.o,SEQ_MISMATCH,op_seq differs (sz=1520)
0x00179DD0,0x00173DF0,_SCPBoySupportGirl,script.o,SEQ_MISMATCH,op_seq differs (sz=608)
0x0017A030,0x00174050,_SCPMoveCharactorByWay_Cancel,script.o,SEQ_MISMATCH,op_seq differs (sz=40)
0x0017A058,0x00174078,scpSekizouCheckPoint,script.o,SEQ_MISMATCH,op_seq differs (sz=128)
0x0017A0D8,0x001740F8,scpKillSpiderGroup,script.o,SEQ_MISMATCH,op_seq differs (sz=32)
0x0017A0F8,0x00174118,preload,script.o,SEQ_MISMATCH,op_seq differs (sz=96)
0x0017A158,0x00174178,scpDispOffAllWithKind,script.o,SEQ_MISMATCH,op_seq differs (sz=64)
0x0017A198,0x001741B8,scpDispOnAllWithKind,script.o,SEQ_MISMATCH,op_seq differs (sz=72)
0x0017A1E0,0x00174200,scpActivateAllWithKind,script.o,SEQ_MISMATCH,op_seq differs (sz=64)
0x0017A220,0x00174240,scpDisActivateAllWithKind,script.o,SEQ_MISMATCH,op_seq differs (sz=64)
0x0017A260,0x00174280,scpLinkBGAtoLayoutedTarget,script.o,SEQ_MISMATCH,op_seq differs (sz=64)
0x0017A2A0,0x001742C0,scpLinkBGAtoLayoutedTargetSkelton,script.o,SEQ_MISMATCH,op_seq differs (sz=136)
0x0017A328,0x00174348,scpLinkBGAtoLayoutedTargetSkeltonWithLocalRotationFlag,script.o,SEQ_MISMATCH,op_seq differs (sz=152)
0x0017A3C0,0x001743E0,scpLinkBGAtoKindTargetSkeltonWithLocalRotationFlag,script.o,SEQ_MISMATCH,op_seq differs (sz=152)
0x0017A458,0x00174478,scpGetWallCollision,script.o,SEQ_MISMATCH,op_seq differs (sz=360)
0x0017A5C0,0x001745E0,scpDoorTypeUp,script.o,SEQ_MISMATCH,op_seq differs (sz=288)
0x0017A6E0,0x00174700,scpDoorTypeUpSwitch,script.o,SEQ_MISMATCH,op_seq differs (sz=144)
0x0017A770,0x00174790,scpAdpcmPlayRequestFunc,script.o,SEQ_MISMATCH,op_seq differs (sz=104)
0x0017A7D8,0x001747F8,scpAdpcmPlayRequestNum,script.o,SEQ_MISMATCH,op_seq differs (sz=56)
0x0017A810,0x00174830,scpAdpcmFadeClose,script.o,SEQ_MISMATCH,op_seq differs (sz=40)
0x0017A838,0x00174858,scpAdpcmCloseChk,script.o,SEQ_MISMATCH,op_seq differs (sz=48)
0x0017A868,0x00174888,scpDeamon,script.o,SEQ_MISMATCH,op_seq differs (sz=168)
0x0017A910,0x00174930,scpIsTorchLightOn,script.o,SEQ_MISMATCH,op_seq differs (sz=64)
0x0017A950,0x00174970,scpIsBombExplode,script.o,SEQ_MISMATCH,op_seq differs (sz=88)
0x0017A9A8,0x001749C8,scpGetRotObjectRotCount,script.o,SEQ_MISMATCH,op_seq differs (sz=64)
0x0017A9E8,0x00174A08,scpIsRotObjectZPlusDirInclude,script.o,SEQ_MISMATCH,op_seq differs (sz=200)
0x0017AAB0,0x00174AD0,scpTransLinear,script.o,SEQ_MISMATCH,op_seq differs (sz=216)
0x0017AB88,0x00174BA8,scpRotateLinear,script.o,SEQ_MISMATCH,op_seq differs (sz=320)
0x0017ACC8,0x00174CE8,scpTriggerPosBall,script.o,SEQ_MISMATCH,op_seq differs (sz=240)
0x0017ADB8,0x00174DD8,scpTriggerBall,script.o,SEQ_MISMATCH,op_seq differs (sz=280)
0x0017AED0,0x00174EF0,scpTriggerFloorAttr,script.o,SEQ_MISMATCH,op_seq differs (sz=248)
0x0017AFC8,0x00174FE8,scpTriggerWallAttr,script.o,SEQ_MISMATCH,op_seq differs (sz=248)
0x0017B0C0,0x001750E0,scpTriggerFloorAttrTargetMan,script.o,SEQ_MISMATCH,op_seq differs (sz=376)
0x0017B238,0x00175258,scpTriggerPosBox,script.o,SEQ_MISMATCH,op_seq differs (sz=312)
0x0017B370,0x00175390,scpEffectStart,script.o,SEQ_MISMATCH,op_seq differs (sz=72)
0x0017B3B8,0x001753D8,scpSleepEnemyAll,script.o,SEQ_MISMATCH,op_seq differs (sz=136)
0x0017B440,0x00175460,scpWakeupEnemyAll,script.o,SEQ_MISMATCH,op_seq differs (sz=136)
0x0017B4C8,0x001754E8,scpKillEnemyAll,script.o,SEQ_MISMATCH,op_seq differs (sz=176)
0x0017B578,0x00175598,scpMaskGeneratorAll,script.o,SEQ_MISMATCH,op_seq differs (sz=72)
0x0017B5C0,0x001755E0,scpKillEnemyOne,script.o,SEQ_MISMATCH,op_seq differs (sz=88)
0x0017B618,0x00175638,_SCPMoveCharactorByWay,script.o,SEQ_MISMATCH,op_seq differs (sz=200)
0x0017B6E0,0x00175700,_SCPMoveByWay_ToChar,script.o,SEQ_MISMATCH,op_seq differs (sz=352)
0x0017B840,0x00175860,_SCPCharacterStop,script.o,SEQ_MISMATCH,op_seq differs (sz=40)
